recv,location,TagCode,day,count
157002,TowerBr2,FA5A,2018-11-02,290
157002,TowerBr2,FA5A,2018-11-03,1266
157002,TowerBr2,FA5A,2018-11-04,1354
157002,TowerBr2,FA5A,2018-11-05,1397
157002,TowerBr2,FA5A,2018-11-06,1391
157002,TowerBr2,FA5A,2018-11-07,1392
157002,TowerBr2,FA5A,2018-11-08,1390
157002,TowerBr2,FADA,2018-11-02,197
157002,TowerBr2,FADA,2018-11-03,1081
157002,TowerBr2,FADA,2018-11-04,1142
157002,TowerBr2,FADA,2018-11-05,1187
157002,TowerBr2,FADA,2018-11-06,1144
157002,TowerBr2,FADA,2018-11-07,1126
157002,TowerBr2,FADA,2018-11-08,1118
157002,TowerBr2,FCAA,2018-11-02,54
157002,TowerBr2,FCAA,2018-11-03,252
157002,TowerBr2,FCAA,2018-11-04,175
157002,TowerBr2,FCAA,2018-11-05,220
157002,TowerBr2,FCAA,2018-11-06,283
157002,TowerBr2,FCAA,2018-11-07,280
157002,TowerBr2,FCAA,2018-11-08,607
157003,I80-50_Br2,F96A,2018-11-02,292
157003,I80-50_Br2,F96A,2018-11-03,1394
157003,I80-50_Br2,F96A,2018-11-04,1396
157003,I80-50_Br2,F96A,2018-11-05,1278
157003,I80-50_Br2,F96A,2018-11-06,1396
157003,I80-50_Br2,F96A,2018-11-07,1394
157003,I80-50_Br2,F96A,2018-11-08,1364
157003,I80-50_Br2,FA55,2018-11-02,182
157003,I80-50_Br2,FA55,2018-11-03,829
157003,I80-50_Br2,FA55,2018-11-04,1030
157003,I80-50_Br2,FA55,2018-11-05,884
157003,I80-50_Br2,FA55,2018-11-06,730
157003,I80-50_Br2,FA55,2018-11-07,734
157003,I80-50_Br2,FA55,2018-11-08,877
157003,I80-50_Br2,FA56,2018-11-02,12
157003,I80-50_Br2,FA56,2018-11-03,214
157003,I80-50_Br2,FA56,2018-11-04,168
157003,I80-50_Br2,FA56,2018-11-05,90
157003,I80-50_Br2,FA56,2018-11-06,59
157003,I80-50_Br2,FA56,2018-11-07,59
157003,I80-50_Br2,FA56,2018-11-08,105
157003,I80-50_Br2,FA6A,2018-11-03,21
157003,I80-50_Br2,FA6A,2018-11-04,13
157003,I80-50_Br2,FA6A,2018-11-05,4
157003,I80-50_Br2,FA6A,2018-11-07,2
157003,I80-50_Br2,FA6A,2018-11-08,12
157003,I80-50_Br2,FAD5,2018-11-03,1
157003,I80-50_Br2,FB52,2018-11-02,130
157003,I80-50_Br2,FB52,2018-11-03,887
157003,I80-50_Br2,FB52,2018-11-04,856
157003,I80-50_Br2,FB52,2018-11-05,801
157003,I80-50_Br2,FB52,2018-11-06,864
157003,I80-50_Br2,FB52,2018-11-07,830
157003,I80-50_Br2,FB52,2018-11-08,826
157003,I80-50_Br2,FB56,2018-11-08,1
157004,TowerBr1,FA5A,2018-11-02,280
157004,TowerBr1,FA5A,2018-11-03,1368
157004,TowerBr1,FA5A,2018-11-04,1389
157004,TowerBr1,FA5A,2018-11-05,1402
157004,TowerBr1,FA5A,2018-11-06,1400
157004,TowerBr1,FA5A,2018-11-07,1397
157004,TowerBr1,FA5A,2018-11-08,1365
157004,TowerBr1,FADA,2018-11-02,100
157004,TowerBr1,FADA,2018-11-03,473
157004,TowerBr1,FADA,2018-11-04,447
157004,TowerBr1,FADA,2018-11-05,861
157004,TowerBr1,FADA,2018-11-06,830
157004,TowerBr1,FADA,2018-11-07,934
157004,TowerBr1,FADA,2018-11-08,887
157004,TowerBr1,FB56,2018-11-04,1
157004,TowerBr1,FCAA,2018-11-02,280
157004,TowerBr1,FCAA,2018-11-03,1399
157004,TowerBr1,FCAA,2018-11-04,1399
157004,TowerBr1,FCAA,2018-11-05,1398
157004,TowerBr1,FCAA,2018-11-06,1398
157004,TowerBr1,FCAA,2018-11-07,1397
157004,TowerBr1,FCAA,2018-11-08,1366
157005,I80-50_Br3,F96A,2018-11-02,37
157005,I80-50_Br3,F96A,2018-11-03,297
157005,I80-50_Br3,F96A,2018-11-04,308
157005,I80-50_Br3,F96A,2018-11-05,378
157005,I80-50_Br3,F96A,2018-11-06,407
157005,I80-50_Br3,F96A,2018-11-07,401
157005,I80-50_Br3,F96A,2018-11-08,297
157005,I80-50_Br3,FA55,2018-11-02,284
157005,I80-50_Br3,FA55,2018-11-03,1361
157005,I80-50_Br3,FA55,2018-11-04,1362
157005,I80-50_Br3,FA55,2018-11-05,1360
157005,I80-50_Br3,FA55,2018-11-06,1361
157005,I80-50_Br3,FA55,2018-11-07,1360
157005,I80-50_Br3,FA55,2018-11-08,1296
157005,I80-50_Br3,FA56,2018-11-02,22
157005,I80-50_Br3,FA56,2018-11-03,266
157005,I80-50_Br3,FA56,2018-11-04,234
157005,I80-50_Br3,FA56,2018-11-05,134
157005,I80-50_Br3,FA56,2018-11-06,92
157005,I80-50_Br3,FA56,2018-11-07,84
157005,I80-50_Br3,FA56,2018-11-08,205
157005,I80-50_Br3,FA5A,2018-11-06,1
157005,I80-50_Br3,FA6A,2018-11-08,1
157005,I80-50_Br3,FB52,2018-11-02,289
157005,I80-50_Br3,FB52,2018-11-03,1383
157005,I80-50_Br3,FB52,2018-11-04,1383
157005,I80-50_Br3,FB52,2018-11-05,1383
157005,I80-50_Br3,FB52,2018-11-06,1382
157005,I80-50_Br3,FB52,2018-11-07,1381
157005,I80-50_Br3,FB52,2018-11-08,1321
17124,BlGeorg_RT2.1,006D,2018-11-04,1
17124,BlGeorg_RT2.1,FA4A,2018-11-02,245
17124,BlGeorg_RT2.1,FA4A,2018-11-03,1223
17124,BlGeorg_RT2.1,FA4A,2018-11-04,1209
17124,BlGeorg_RT2.1,FA4A,2018-11-05,1240
17124,BlGeorg_RT2.1,FA4A,2018-11-06,1228
17124,BlGeorg_RT2.1,FA4A,2018-11-07,1207
17124,BlGeorg_RT2.1,FA4A,2018-11-08,1195
17124,BlGeorg_RT2.1,FA56,2018-11-03,1
17124,BlGeorg_RT2.1,FAB5,2018-11-07,1
17124,BlGeorg_RT2.1,FAD2,2018-11-05,1
17124,BlGeorg_RT2.1,FAD5,2018-11-02,61
17124,BlGeorg_RT2.1,FAD5,2018-11-03,412
17124,BlGeorg_RT2.1,FAD5,2018-11-04,380
17124,BlGeorg_RT2.1,FAD5,2018-11-05,419
17124,BlGeorg_RT2.1,FAD5,2018-11-06,428
17124,BlGeorg_RT2.1,FAD5,2018-11-07,436
17124,BlGeorg_RT2.1,FAD5,2018-11-08,650
17125,BeniciaRT_14,FA6A,2018-11-07,1
17125,BeniciaRT_14,FA6A,2018-11-08,4
17125,BeniciaRT_14,FA8A,2018-11-02,282
17125,BeniciaRT_14,FA8A,2018-11-03,1349
17125,BeniciaRT_14,FA8A,2018-11-04,1347
17125,BeniciaRT_14,FA8A,2018-11-05,1345
17125,BeniciaRT_14,FA8A,2018-11-06,1348
17125,BeniciaRT_14,FA8A,2018-11-07,1346
17125,BeniciaRT_14,FA8A,2018-11-08,1345
17125,BeniciaRT_14,FAA4,2018-11-02,29
17125,BeniciaRT_14,FAA4,2018-11-03,235
17125,BeniciaRT_14,FAA4,2018-11-04,162
17125,BeniciaRT_14,FAA4,2018-11-05,139
17125,BeniciaRT_14,FAA4,2018-11-06,195
17125,BeniciaRT_14,FAA4,2018-11-07,182
17125,BeniciaRT_14,FAA4,2018-11-08,134
17126,BeniciaRT_11,F9AA,2018-11-02,92
17126,BeniciaRT_11,F9AA,2018-11-03,288
17126,BeniciaRT_11,F9AA,2018-11-04,290
17126,BeniciaRT_11,F9AA,2018-11-05,251
17126,BeniciaRT_11,F9AA,2018-11-06,249
17126,BeniciaRT_11,F9AA,2018-11-07,253
17126,BeniciaRT_11,F9AA,2018-11-08,273
17126,BeniciaRT_11,FA52,2018-11-02,1
17126,BeniciaRT_11,FA52,2018-11-03,7
17126,BeniciaRT_11,FA52,2018-11-04,6
17126,BeniciaRT_11,FA52,2018-11-05,2
17126,BeniciaRT_11,FA52,2018-11-06,9
17126,BeniciaRT_11,FA52,2018-11-07,5
17126,BeniciaRT_11,FA52,2018-11-09,1
17126,BeniciaRT_11,FAA4,2018-11-02,1
17126,BeniciaRT_11,FAA4,2018-11-08,1
17126,BeniciaRT_11,FAB2,2018-11-08,1
17126,BeniciaRT_11,FAEA,2018-11-02,203
17126,BeniciaRT_11,FAEA,2018-11-03,1046
17126,BeniciaRT_11,FAEA,2018-11-04,1047
17126,BeniciaRT_11,FAEA,2018-11-05,1189
17126,BeniciaRT_11,FAEA,2018-11-06,1156
17126,BeniciaRT_11,FAEA,2018-11-07,1188
17126,BeniciaRT_11,FAEA,2018-11-08,1074
17126,BeniciaRT_11,FB56,2018-11-02,102
17126,BeniciaRT_11,FB56,2018-11-03,418
17126,BeniciaRT_11,FB56,2018-11-04,415
17126,BeniciaRT_11,FB56,2018-11-05,380
17126,BeniciaRT_11,FB56,2018-11-06,429
17126,BeniciaRT_11,FB56,2018-11-07,480
17126,BeniciaRT_11,FB56,2018-11-08,457
17127,BeniciaRT_13,F95A,2018-11-02,3
17127,BeniciaRT_13,F95A,2018-11-03,3
17127,BeniciaRT_13,F95A,2018-11-05,2
17127,BeniciaRT_13,F95A,2018-11-06,2
17127,BeniciaRT_13,F95A,2018-11-07,1
17127,BeniciaRT_13,F95A,2018-11-08,8
17127,BeniciaRT_13,F95A,2018-11-09,2
17127,BeniciaRT_13,FA8A,2018-11-02,7
17127,BeniciaRT_13,FA8A,2018-11-03,14
17127,BeniciaRT_13,FA8A,2018-11-04,6
17127,BeniciaRT_13,FA8A,2018-11-05,7
17127,BeniciaRT_13,FA8A,2018-11-06,11
17127,BeniciaRT_13,FA8A,2018-11-07,10
17127,BeniciaRT_13,FA8A,2018-11-08,23
17127,BeniciaRT_13,FA8A,2018-11-09,11
17127,BeniciaRT_13,FAA4,2018-11-02,285
17127,BeniciaRT_13,FAA4,2018-11-03,1397
17127,BeniciaRT_13,FAA4,2018-11-04,1384
17127,BeniciaRT_13,FAA4,2018-11-05,1387
17127,BeniciaRT_13,FAA4,2018-11-06,1389
17127,BeniciaRT_13,FAA4,2018-11-07,1405
17127,BeniciaRT_13,FAA4,2018-11-08,1378
17127,BeniciaRT_13,FB56,2018-11-02,17
17127,BeniciaRT_13,FB56,2018-11-03,45
17127,BeniciaRT_13,FB56,2018-11-04,27
17127,BeniciaRT_13,FB56,2018-11-05,36
17127,BeniciaRT_13,FB56,2018-11-06,40
17127,BeniciaRT_13,FB56,2018-11-07,36
17127,BeniciaRT_13,FB56,2018-11-08,42
17128,BeniciaRT_01,FA2A,2018-11-02,273
17128,BeniciaRT_01,FA2A,2018-11-03,1316
17128,BeniciaRT_01,FA2A,2018-11-04,1306
17128,BeniciaRT_01,FA2A,2018-11-05,1310
17128,BeniciaRT_01,FA2A,2018-11-06,1312
17128,BeniciaRT_01,FA2A,2018-11-07,1302
17128,BeniciaRT_01,FA2A,2018-11-08,1300
17128,BeniciaRT_01,FAA2,2018-11-02,25
17128,BeniciaRT_01,FAA2,2018-11-03,120
17128,BeniciaRT_01,FAA2,2018-11-04,71
17128,BeniciaRT_01,FAA2,2018-11-05,72
17128,BeniciaRT_01,FAA2,2018-11-06,56
17128,BeniciaRT_01,FAA2,2018-11-07,83
17128,BeniciaRT_01,FAA2,2018-11-08,75
17130,Bench_test_1,FAB2,2018-11-02,258
17130,Bench_test_1,FAB2,2018-11-03,1241
17130,Bench_test_1,FAB2,2018-11-04,1230
17130,Bench_test_1,FAB2,2018-11-05,1257
17130,Bench_test_1,FAB2,2018-11-06,1231
17130,Bench_test_1,FAB2,2018-11-07,1233
17130,Bench_test_1,FAB2,2018-11-08,1232
17130,Bench_test_1,FAB5,2018-11-02,97
17130,Bench_test_1,FAB5,2018-11-03,406
17130,Bench_test_1,FAB5,2018-11-04,485
17130,Bench_test_1,FAB5,2018-11-05,801
17130,Bench_test_1,FAB5,2018-11-06,721
17130,Bench_test_1,FAB5,2018-11-07,1107
17130,Bench_test_1,FAB5,2018-11-08,873
17133,BeniciaRT_05,F95A,2018-11-03,1
17133,BeniciaRT_05,F95A,2018-11-05,1
17133,BeniciaRT_05,F95A,2018-11-06,3
17133,BeniciaRT_05,FA52,2018-11-08,1
17133,BeniciaRT_05,FA94,2018-11-02,268
17133,BeniciaRT_05,FA94,2018-11-03,1292
17133,BeniciaRT_05,FA94,2018-11-04,1283
17133,BeniciaRT_05,FA94,2018-11-05,1287
17133,BeniciaRT_05,FA94,2018-11-06,1286
17133,BeniciaRT_05,FA94,2018-11-07,1283
17133,BeniciaRT_05,FA94,2018-11-08,1275
17133,BeniciaRT_05,FACA,2018-11-02,112
17133,BeniciaRT_05,FACA,2018-11-03,568
17133,BeniciaRT_05,FACA,2018-11-04,607
17133,BeniciaRT_05,FACA,2018-11-05,566
17133,BeniciaRT_05,FACA,2018-11-06,587
17133,BeniciaRT_05,FACA,2018-11-07,642
17133,BeniciaRT_05,FACA,2018-11-08,499
17134,GeorgSlRT_2.1,006F,2018-11-04,1
17134,GeorgSlRT_2.1,FB2A,2018-11-02,210
17134,GeorgSlRT_2.1,FB2A,2018-11-03,940
17134,GeorgSlRT_2.1,FB2A,2018-11-04,909
17134,GeorgSlRT_2.1,FB2A,2018-11-05,911
17134,GeorgSlRT_2.1,FB2A,2018-11-06,46
17134,GeorgSlRT_2.1,FBAA,2018-11-02,271
17134,GeorgSlRT_2.1,FBAA,2018-11-03,1295
17134,GeorgSlRT_2.1,FBAA,2018-11-04,1286
17134,GeorgSlRT_2.1,FBAA,2018-11-05,1291
17134,GeorgSlRT_2.1,FBAA,2018-11-06,78
17135,I80-50_Br1,006F,2018-11-03,1
17135,I80-50_Br1,F96A,2018-11-02,10
17135,I80-50_Br1,F96A,2018-11-03,54
17135,I80-50_Br1,F96A,2018-11-04,54
17135,I80-50_Br1,F96A,2018-11-05,50
17135,I80-50_Br1,F96A,2018-11-06,48
17135,I80-50_Br1,F96A,2018-11-07,49
17135,I80-50_Br1,F96A,2018-11-08,39
17135,I80-50_Br1,F9AA,2018-11-03,1
17135,I80-50_Br1,FA2A,2018-11-07,1
17135,I80-50_Br1,FA4A,2018-11-07,1
17135,I80-50_Br1,FA55,2018-11-02,49
17135,I80-50_Br1,FA55,2018-11-03,334
17135,I80-50_Br1,FA55,2018-11-04,78
17135,I80-50_Br1,FA55,2018-11-05,71
17135,I80-50_Br1,FA55,2018-11-06,296
17135,I80-50_Br1,FA55,2018-11-07,152
17135,I80-50_Br1,FA55,2018-11-08,319
17135,I80-50_Br1,FA56,2018-11-02,290
17135,I80-50_Br1,FA56,2018-11-03,1335
17135,I80-50_Br1,FA56,2018-11-04,1338
17135,I80-50_Br1,FA56,2018-11-05,1331
17135,I80-50_Br1,FA56,2018-11-06,1328
17135,I80-50_Br1,FA56,2018-11-07,1324
17135,I80-50_Br1,FA56,2018-11-08,1334
17135,I80-50_Br1,FB52,2018-11-02,82
17135,I80-50_Br1,FB52,2018-11-03,413
17135,I80-50_Br1,FB52,2018-11-04,438
17135,I80-50_Br1,FB52,2018-11-05,351
17135,I80-50_Br1,FB52,2018-11-06,377
17135,I80-50_Br1,FB52,2018-11-07,368
17135,I80-50_Br1,FB52,2018-11-08,362
17135,I80-50_Br1,FB56,2018-11-03,1
17135,I80-50_Br1,FB5A,2018-11-06,1
17136,BlGeorg_RT1.1,FB2A,2018-11-03,1
17136,BlGeorg_RT1.1,FB55,2018-11-02,167
17136,BlGeorg_RT1.1,FB55,2018-11-03,940
17136,BlGeorg_RT1.1,FB55,2018-11-04,825
17136,BlGeorg_RT1.1,FB55,2018-11-05,692
17136,BlGeorg_RT1.1,FB55,2018-11-06,875
17136,BlGeorg_RT1.1,FB55,2018-11-07,918
17136,BlGeorg_RT1.1,FB55,2018-11-08,877
17136,BlGeorg_RT1.1,FB6A,2018-11-02,58
17136,BlGeorg_RT1.1,FB6A,2018-11-03,425
17136,BlGeorg_RT1.1,FB6A,2018-11-04,496
17136,BlGeorg_RT1.1,FB6A,2018-11-05,498
17136,BlGeorg_RT1.1,FB6A,2018-11-06,582
17136,BlGeorg_RT1.1,FB6A,2018-11-07,546
17136,BlGeorg_RT1.1,FB6A,2018-11-08,567
17137,BeniciaRT_10,F9AA,2018-11-02,273
17137,BeniciaRT_10,F9AA,2018-11-03,1303
17137,BeniciaRT_10,F9AA,2018-11-04,1297
17137,BeniciaRT_10,F9AA,2018-11-05,1297
17137,BeniciaRT_10,F9AA,2018-11-06,1291
17137,BeniciaRT_10,F9AA,2018-11-07,1184
17137,BeniciaRT_10,FA52,2018-11-02,11
17137,BeniciaRT_10,FA52,2018-11-03,236
17137,BeniciaRT_10,FA52,2018-11-04,200
17137,BeniciaRT_10,FA52,2018-11-05,182
17137,BeniciaRT_10,FA52,2018-11-06,180
17137,BeniciaRT_10,FA52,2018-11-07,159
17137,BeniciaRT_10,FAEA,2018-11-02,37
17137,BeniciaRT_10,FAEA,2018-11-03,171
17137,BeniciaRT_10,FAEA,2018-11-04,147
17137,BeniciaRT_10,FAEA,2018-11-05,124
17137,BeniciaRT_10,FAEA,2018-11-06,129
17137,BeniciaRT_10,FAEA,2018-11-07,117
17137,BeniciaRT_10,FB56,2018-11-03,1
17137,BeniciaRT_10,FB56,2018-11-04,2
17137,BeniciaRT_10,FB56,2018-11-05,1
17137,BeniciaRT_10,FB56,2018-11-06,1
17137,BeniciaRT_10,FBAA,2018-11-05,1
17138,BeniciaRT_16,FA6A,2018-11-03,26
17138,BeniciaRT_16,FA6A,2018-11-04,17
17138,BeniciaRT_16,FA6A,2018-11-05,18
17138,BeniciaRT_16,FA6A,2018-11-06,15
17138,BeniciaRT_16,FA6A,2018-11-07,2
17138,BeniciaRT_16,FA6A,2018-11-08,7
17138,BeniciaRT_16,FA6A,2018-11-09,4
17138,BeniciaRT_16,FAD2,2018-11-02,267
17138,BeniciaRT_16,FAD2,2018-11-03,1280
17138,BeniciaRT_16,FAD2,2018-11-04,1274
17138,BeniciaRT_16,FAD2,2018-11-05,1275
17138,BeniciaRT_16,FAD2,2018-11-06,1274
17138,BeniciaRT_16,FAD2,2018-11-07,1279
17138,BeniciaRT_16,FAD2,2018-11-08,1286
17139,BlGeorg_RT1.2,006D,2018-11-09,1
17139,BlGeorg_RT1.2,FAD6,2018-11-09,1
17139,BlGeorg_RT1.2,FB55,2018-11-02,125
17139,BlGeorg_RT1.2,FB55,2018-11-03,507
17139,BlGeorg_RT1.2,FB55,2018-11-04,515
17139,BlGeorg_RT1.2,FB55,2018-11-05,532
17139,BlGeorg_RT1.2,FB55,2018-11-06,515
17139,BlGeorg_RT1.2,FB55,2018-11-07,535
17139,BlGeorg_RT1.2,FB55,2018-11-08,512
17139,BlGeorg_RT1.2,FB56,2018-11-03,1
17139,BlGeorg_RT1.2,FB6A,2018-11-02,276
17139,BlGeorg_RT1.2,FB6A,2018-11-03,1339
17139,BlGeorg_RT1.2,FB6A,2018-11-04,1328
17139,BlGeorg_RT1.2,FB6A,2018-11-05,1339
17139,BlGeorg_RT1.2,FB6A,2018-11-06,1335
17139,BlGeorg_RT1.2,FB6A,2018-11-07,1327
17139,BlGeorg_RT1.2,FB6A,2018-11-08,1323
17140,GeorgSlRT_1.2,FB54,2018-11-02,285
17140,GeorgSlRT_1.2,FB54,2018-11-03,1369
17140,GeorgSlRT_1.2,FB54,2018-11-04,1365
17140,GeorgSlRT_1.2,FB54,2018-11-05,1367
17140,GeorgSlRT_1.2,FB54,2018-11-06,1363
17140,GeorgSlRT_1.2,FB54,2018-11-07,1367
17140,GeorgSlRT_1.2,FB54,2018-11-08,1360
17141,BeniciaRT_15,FA6A,2018-11-02,129
17141,BeniciaRT_15,FA6A,2018-11-03,809
17141,BeniciaRT_15,FA6A,2018-11-04,890
17141,BeniciaRT_15,FA6A,2018-11-05,865
17141,BeniciaRT_15,FA6A,2018-11-06,1119
17141,BeniciaRT_15,FA6A,2018-11-07,1219
17141,BeniciaRT_15,FA6A,2018-11-08,1214
17141,BeniciaRT_15,FA8A,2018-11-05,2
17141,BeniciaRT_15,FA8A,2018-11-07,2
17141,BeniciaRT_15,FA8A,2018-11-08,1
17141,BeniciaRT_15,FAD2,2018-11-03,27
17141,BeniciaRT_15,FAD2,2018-11-04,15
17141,BeniciaRT_15,FAD2,2018-11-05,18
17141,BeniciaRT_15,FAD2,2018-11-06,22
17141,BeniciaRT_15,FAD2,2018-11-07,11
17141,BeniciaRT_15,FAD2,2018-11-08,4
17141,BeniciaRT_15,FAD5,2018-11-09,1
17142,GeorgSlRT_1.1,FB54,2018-11-02,284
17142,GeorgSlRT_1.1,FB54,2018-11-03,1356
17142,GeorgSlRT_1.1,FB54,2018-11-04,1353
17142,GeorgSlRT_1.1,FB54,2018-11-05,1311
17142,GeorgSlRT_1.1,FB54,2018-11-06,1343
17142,GeorgSlRT_1.1,FB54,2018-11-07,1358
17142,GeorgSlRT_1.1,FB54,2018-11-08,1355
17142,GeorgSlRT_1.1,FB5A,2018-11-04,1
17143,BeniciaRT_07,FAD4,2018-11-03,8
17143,BeniciaRT_07,FAD4,2018-11-04,8
17143,BeniciaRT_07,FAD4,2018-11-05,11
17143,BeniciaRT_07,FAD4,2018-11-06,14
17143,BeniciaRT_07,FAD4,2018-11-07,12
17143,BeniciaRT_07,FAD4,2018-11-08,10
17143,BeniciaRT_07,FAD6,2018-11-02,278
17143,BeniciaRT_07,FAD6,2018-11-03,1347
17143,BeniciaRT_07,FAD6,2018-11-04,1344
17143,BeniciaRT_07,FAD6,2018-11-05,1352
17143,BeniciaRT_07,FAD6,2018-11-06,1367
17143,BeniciaRT_07,FAD6,2018-11-07,1340
17143,BeniciaRT_07,FAD6,2018-11-08,1330
17143,BeniciaRT_07,FAEA,2018-11-08,1
17143,BeniciaRT_07,FB5A,2018-11-03,3
17143,BeniciaRT_07,FB5A,2018-11-06,2
17143,BeniciaRT_07,FB5A,2018-11-08,2
17143,BeniciaRT_07,FB5A,2018-11-09,1
17144,BlGeorg_RT2.2,FA4A,2018-11-02,78
17144,BlGeorg_RT2.2,FA4A,2018-11-03,318
17144,BlGeorg_RT2.2,FA4A,2018-11-04,347
17144,BlGeorg_RT2.2,FA4A,2018-11-05,394
17144,BlGeorg_RT2.2,FA4A,2018-11-06,282
17144,BlGeorg_RT2.2,FA4A,2018-11-07,335
17144,BlGeorg_RT2.2,FA4A,2018-11-08,441
17144,BlGeorg_RT2.2,FA52,2018-11-04,1
17144,BlGeorg_RT2.2,FA52,2018-11-05,1
17144,BlGeorg_RT2.2,FA55,2018-11-03,1
17144,BlGeorg_RT2.2,FA5A,2018-11-04,1
17144,BlGeorg_RT2.2,FAD5,2018-11-02,118
17144,BlGeorg_RT2.2,FAD5,2018-11-03,597
17144,BlGeorg_RT2.2,FAD5,2018-11-04,654
17144,BlGeorg_RT2.2,FAD5,2018-11-05,674
17144,BlGeorg_RT2.2,FAD5,2018-11-06,688
17144,BlGeorg_RT2.2,FAD5,2018-11-07,666
17144,BlGeorg_RT2.2,FAD5,2018-11-08,776
17144,BlGeorg_RT2.2,FAD6,2018-11-03,1
17145,BeniciaRT_03,F95A,2018-11-02,277
17145,BeniciaRT_03,F95A,2018-11-03,1331
17145,BeniciaRT_03,F95A,2018-11-04,1322
17145,BeniciaRT_03,F95A,2018-11-05,1318
17145,BeniciaRT_03,F95A,2018-11-06,1315
17145,BeniciaRT_03,F95A,2018-11-07,1327
17145,BeniciaRT_03,F95A,2018-11-08,1324
17145,BeniciaRT_03,FA94,2018-11-05,1
17145,BeniciaRT_03,FA94,2018-11-08,1
17145,BeniciaRT_03,FA94,2018-11-09,1
17145,BeniciaRT_03,FAA2,2018-11-02,5
17145,BeniciaRT_03,FAA2,2018-11-03,5
17145,BeniciaRT_03,FAA2,2018-11-05,7
17145,BeniciaRT_03,FAA2,2018-11-06,20
17145,BeniciaRT_03,FAA2,2018-11-07,33
17145,BeniciaRT_03,FAA2,2018-11-08,37
17145,BeniciaRT_03,FAA4,2018-11-02,3
17145,BeniciaRT_03,FAA4,2018-11-03,2
17145,BeniciaRT_03,FAA4,2018-11-04,4
17145,BeniciaRT_03,FAA4,2018-11-05,3
17145,BeniciaRT_03,FAA4,2018-11-06,7
17145,BeniciaRT_03,FAA4,2018-11-07,5
17145,BeniciaRT_03,FAA4,2018-11-08,8
17145,BeniciaRT_03,FAA4,2018-11-09,4
17145,BeniciaRT_03,FACA,2018-11-02,119
17145,BeniciaRT_03,FACA,2018-11-03,640
17145,BeniciaRT_03,FACA,2018-11-04,664
17145,BeniciaRT_03,FACA,2018-11-05,588
17145,BeniciaRT_03,FACA,2018-11-06,644
17145,BeniciaRT_03,FACA,2018-11-07,658
17145,BeniciaRT_03,FACA,2018-11-08,635
17146,BeniciaRT_08,FAD6,2018-11-02,54
17146,BeniciaRT_08,FAD6,2018-11-03,229
17146,BeniciaRT_08,FAD6,2018-11-04,193
17146,BeniciaRT_08,FAD6,2018-11-05,217
17146,BeniciaRT_08,FAD6,2018-11-06,244
17146,BeniciaRT_08,FAD6,2018-11-07,308
17146,BeniciaRT_08,FAD6,2018-11-08,262
17146,BeniciaRT_08,FB5A,2018-11-02,284
17146,BeniciaRT_08,FB5A,2018-11-03,1366
17146,BeniciaRT_08,FB5A,2018-11-04,1367
17146,BeniciaRT_08,FB5A,2018-11-05,1384
17146,BeniciaRT_08,FB5A,2018-11-06,1384
17146,BeniciaRT_08,FB5A,2018-11-07,1371
17146,BeniciaRT_08,FB5A,2018-11-08,1373
17147,BeniciaRT_04,F95A,2018-11-02,97
17147,BeniciaRT_04,F95A,2018-11-03,597
17147,BeniciaRT_04,F95A,2018-11-04,632
17147,BeniciaRT_04,F95A,2018-11-05,517
17147,BeniciaRT_04,F95A,2018-11-06,492
17147,BeniciaRT_04,F95A,2018-11-07,521
17147,BeniciaRT_04,F95A,2018-11-08,500
17147,BeniciaRT_04,FA5A,2018-11-06,1
17147,BeniciaRT_04,FA94,2018-11-02,63
17147,BeniciaRT_04,FA94,2018-11-03,408
17147,BeniciaRT_04,FA94,2018-11-04,356
17147,BeniciaRT_04,FA94,2018-11-05,394
17147,BeniciaRT_04,FA94,2018-11-06,375
17147,BeniciaRT_04,FA94,2018-11-07,407
17147,BeniciaRT_04,FA94,2018-11-08,421
17147,BeniciaRT_04,FAA2,2018-11-02,2
17147,BeniciaRT_04,FAA2,2018-11-03,1
17147,BeniciaRT_04,FAA2,2018-11-04,2
17147,BeniciaRT_04,FAA2,2018-11-05,1
17147,BeniciaRT_04,FAA2,2018-11-06,3
17147,BeniciaRT_04,FAA2,2018-11-08,1
17147,BeniciaRT_04,FACA,2018-11-02,284
17147,BeniciaRT_04,FACA,2018-11-03,1342
17147,BeniciaRT_04,FACA,2018-11-04,1344
17147,BeniciaRT_04,FACA,2018-11-05,1351
17147,BeniciaRT_04,FACA,2018-11-06,1335
17147,BeniciaRT_04,FACA,2018-11-07,1345
17147,BeniciaRT_04,FACA,2018-11-08,1337
17148,BeniciaRT_06,FAD4,2018-11-02,254
17148,BeniciaRT_06,FAD4,2018-11-03,1231
17148,BeniciaRT_06,FAD4,2018-11-04,1213
17148,BeniciaRT_06,FAD4,2018-11-05,1210
17148,BeniciaRT_06,FAD4,2018-11-06,1220
17148,BeniciaRT_06,FAD4,2018-11-07,1211
17148,BeniciaRT_06,FAD4,2018-11-08,1215
17148,BeniciaRT_06,FAD6,2018-11-02,1
17148,BeniciaRT_06,FAD6,2018-11-03,52
17148,BeniciaRT_06,FAD6,2018-11-04,16
17148,BeniciaRT_06,FAD6,2018-11-05,3
17148,BeniciaRT_06,FAD6,2018-11-06,6
17148,BeniciaRT_06,FAD6,2018-11-08,3
18002,Bench_test_2,FAB2,2018-11-02,4
18002,Bench_test_2,FAB2,2018-11-03,34
18002,Bench_test_2,FAB2,2018-11-04,37
